Indicator,Country,Time,Value,Flags
Percentage of students in primary education who are female (%),Brazil,2005,47.59256,
Percentage of students in primary education who are female (%),Brazil,2007,47.20861,
Percentage of students in primary education who are female (%),Brazil,2008,47.17788,
Percentage of students in primary education who are female (%),Brazil,2009,47.20053,
Percentage of students in primary education who are female (%),Brazil,2010,47.23665,
Percentage of students in primary education who are female (%),Brazil,2011,47.33328,
Percentage of students in primary education who are female (%),Brazil,2012,47.42665,
Percentage of students in pre-primary education who are female (%),Brunei Darussalam,1999,49.34548,
Percentage of students in pre-primary education who are female (%),Brunei Darussalam,2000,49.36136,
Percentage of students in pre-primary education who are female (%),Brunei Darussalam,2001,48.40056,
Percentage of students in pre-primary education who are female (%),Brunei Darussalam,2002,48.71772,
Percentage of students in pre-primary education who are female (%),Brunei Darussalam,2003,47.59705,
Percentage of students in pre-primary education who are female (%),Brunei Darussalam,2004,48.21083,
Percentage of students in pre-primary education who are female (%),Brunei Darussalam,2005,48.5731,
Percentage of students in pre-primary education who are female (%),Brunei Darussalam,2006,48.33746,
Percentage of students in pre-primary education who are female (%),Brunei Darussalam,2007,49.07155,
Percentage of students in pre-primary education who are female (%),Brunei Darussalam,2008,49.26191,
Percentage of students in pre-primary education who are female (%),Brunei Darussalam,2009,49.04297,
Percentage of students in pre-primary education who are female (%),Brunei Darussalam,2010,48.60835,
Percentage of students in pre-primary education who are female (%),Brunei Darussalam,2011,49.29135,
Percentage of students in pre-primary education who are female (%),Brunei Darussalam,2012,48.69798,
Percentage of students in primary education who are female (%),Congo,1999,48.76271,
Percentage of students in primary education who are female (%),Congo,2000,47.77159,
Percentage of students in primary education who are female (%),Congo,2001,48.24194,
Percentage of students in primary education who are female (%),Congo,2002,48.29906,
Percentage of students in primary education who are female (%),Congo,2003,48.17539,
Percentage of students in primary education who are female (%),Congo,2004,48.13149,
Percentage of students in primary education who are female (%),Congo,2005,47.91965,
Percentage of students in primary education who are female (%),Congo,2006,47.24235,
Percentage of students in primary education who are female (%),Congo,2007,47.98746,
Percentage of students in primary education who are female (%),Congo,2008,47.97868,
Percentage of students in primary education who are female (%),Congo,2009,47.97337,
Percentage of students in primary education who are female (%),Congo,2010,48.32809,
Percentage of students in primary education who are female (%),Congo,2011,48.28505,
Percentage of students in primary education who are female (%),Congo,2012,51.5011,
Percentage of students in post-secondary non-tertiary education who are female (%),Trinidad and Tobago,1999,49.15747,
Percentage of students in post-secondary non-tertiary education who are female (%),Trinidad and Tobago,2000,61.69448,
Percentage of students in post-secondary non-tertiary education who are female (%),Trinidad and Tobago,2001,51.00345,
Percentage of students in post-secondary non-tertiary education who are female (%),Trinidad and Tobago,2002,63.09266,
Percentage of students in post-secondary non-tertiary education who are female (%),Trinidad and Tobago,2003,63.01017,
Percentage of students in post-secondary non-tertiary education who are female (%),Trinidad and Tobago,2004,61.76098,+
Percentage of students in post-secondary non-tertiary education who are female (%),Trinidad and Tobago,2005,62.22276,+
Percentage of students in post-secondary non-tertiary education who are female (%),Trinidad and Tobago,2007,60.7482,
Percentage of students in post-secondary non-tertiary education who are female (%),Trinidad and Tobago,2008,61.5828,
Percentage of students in post-secondary non-tertiary education who are female (%),Trinidad and Tobago,2009,50.7822,+
Percentage of students in post-secondary non-tertiary education who are female (%),Trinidad and Tobago,2010,61.4014,
Percentage of students in lower secondary education who are female (%),Denmark,1999,49.16508,
Percentage of students in lower secondary education who are female (%),Denmark,2000,49.29052,
Percentage of students in lower secondary education who are female (%),Denmark,2001,49.15566,
Percentage of students in lower secondary education who are female (%),Denmark,2002,49.24954,
Percentage of students in lower secondary education who are female (%),Denmark,2003,49.3854,
Percentage of students in lower secondary education who are female (%),Denmark,2004,49.34913,
Percentage of students in lower secondary education who are female (%),Denmark,2005,49.20184,
Percentage of students in lower secondary education who are female (%),Denmark,2006,49.21203,
